Cѓd Mun; Codigouf; Codigomunicipio; Estado; Nome; Capital (1=Sim;0=Nуo); Porte do Municэpio; Populaчуo 2016 (IBGE); Сrea da unidade territorial 2015 (kmВ) (IBGE Cidades); Densidade demogrсfica 2010 (hab/kmВ) (IBGE Cidades); PIB 2013 -  A preчos correntes (1000 R$) (IBGE) ; PIB per capita (R$) 2013 (IBGE); Эndice Firjan de Gestуo Fiscal (2015); Gastos saњde e educaчуo per capita; Эndice Fiscal 2016; Colocaчуo Nacional em Gastos e Finanчas Pњblicas; Colocaчуo Estadual em Gastos e Finanчas Pњblicas; "Municэpios com эndice 
(1=Sim; 0 Nуo)"; Status em Gastos e Finanчas; Variсvel do outlier; Terceirizaчуo serviчos bсsicos; Informatizaчуo; Articulaчуo institucional; Transparъncia; Planejamento Urbano; Servidores per capita; Comissionados ; Эndice Gestуo 2016; Colocaчуo Nacional em Qualidade da Gestуo; Colocaчуo Estadual em Qualidade da Gestуo; "Municэpios com эndice 
(1=Sim; 0 Nуo)2"; Status em Qualidade da Gestуo; Variсvel do outlier ; Qualidade habitacional; Atendimento mщdico; Vulnerabilidade; Educaчуo; IDHM; Mortalidade infantil; Эndice de Desempenho 2016; Colocaчуo Nacional em Desempenho; Colocaчуo Estadual em Desempenho; "Municэpios com эndice 
(1=Sim; 0 Nуo)3"; Status em Desempenho; Variсvel do outlier  ; IGM - 2016; Colocaчуo no IGM; Colocaчуo Estadual no IGM; "Municэpios com эndice 
(1=Sim; 0 Nуo)4"
1506138; 15; 6138; PA; REDENCAO; 0; Mщdio porte; 81.647; 3.823,81; 19,8; 1.100.882,84; 13.933,46; ; ; ; ; ; 0; Sem dados; ; 0,229; 1,000; 0,000; 0,471; 0,864; 0,776; 0,998; 0,620; 945К; 14К; 1; Com dados; ; 0,687; 0,085; 0,726; 0,335; 0,547; 0,740; 0,520; 3226К; 12К; 1; Com dados; ; ; ; ; 0
1506187; 15; 6187; PA; RONDON DO PARA; 0; Mщdio porte; 50.460; 8.246,39; 5,7; 407.410,41; 8.321,46; 0,161; 0,167; 0,164; 4501К; 52К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,632; 0,046; 0,493; 0,407; 0,379; 0,675; 0,438; 4051К; 41К; 1; Com dados; ; ; ; ; 0
1506195; 15; 6195; PA; RUROPOLIS; 0; Pequeno porte 2; 47.971; 7.021,32; 5,7; 225.563,76; 5.086,11; ; ; ; ; ; 0; Sem dados; ; 0,229; 0,834; 0,000; 0,202; 0,342; 0,790; 0,996; 0,485; 2906К; 54К; 1; Com dados; ; 0,261; 0,038; 0,438; 0,321; 0,251; 0,569; 0,313; 4867К; 108К; 1; Com dados; ; ; ; ; 0
1506302; 15; 6302; PA; SALVATERRA; 0; Pequeno porte 2; 22.740; 1.039,07; 19,4; 114.225,46; 5.290,18; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
1506351; 15; 6351; PA; SANTA BARBARA DO PARA; 0; Pequeno porte 2; 20.077; 278,15; 61,6; 104.519,80; 5.578,55; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,586; 0,189; 0,565; 0,401; 0,439; 0,658; 0,473; 3708К; 27К; 1; Com dados; ; ; ; ; 0
1506401; 15; 6401; PA; SANTA CRUZ DO ARARI; 0; Pequeno porte 1; 9.635; 1.076,65; 7,6; 50.791,63; 5.670,61; ; ; ; ; ; 0; Sem dados; ; 0,000; 0,368; 0,000; 0,023; 0,106; 0,838; 0,995; 0,333; 4237К; 79К; 1; Com dados; ; 0,441; 0,113; 0,313; 0,437; 0,272; 0,620; 0,366; 4640К; 90К; 1; Com dados; ; ; ; ; 0
1506500; 15; 6500; PA; SANTA ISABEL DO PARA; 0; Mщdio porte; 67.686; 717,66; 82,9; 543.225,22; 8.491,48; 0,340; 0,162; 0,251; 3955К; 39К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,638; 0,103; 0,628; 0,470; 0,516; 0,715; 0,512; 3302К; 14К; 1; Com dados; ; ; ; ; 0
1506559; 15; 6559; PA; SANTA LUZIA DO PARA; 0; Pequeno porte 1; 19.348; 1.356,12; 14,3; 110.685,77; 5.689,32; ; ; ; ; ; 0; Sem dados; ; 0,477; 0,008; 0,000; 0,000; 0,160; 0,728; 0,995; 0,338; 4220К; 78К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
1506583; 15; 6583; PA; SANTA MARIA DAS BARREIRAS; 0; Pequeno porte 2; 20.396; 10.330,21; 1,7; 193.282,75; 10.208,24; 0,499; 0,321; 0,410; 1519К; 6К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,499; 0,112; 0,494; 0,314; 0,241; 0,656; 0,386; 4516К; 77К; 1; Com dados; ; ; ; ; 0
1506609; 15; 6609; PA; SANTA MARIA DO PARA; 0; Pequeno porte 2; 24.059; 457,72; 50,3; 283.114,54; 11.971,52; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,595; 0,202; 0,667; 0,536; 0,370; 0,569; 0,490; 3522К; 23К; 1; Com dados; ; ; ; ; 0
1506708; 15; 6708; PA; SANTANA DO ARAGUAIA; 0; Mщdio porte; 68.934; 11.591,49; 4,8; 506.611,04; 8.037,49; 0,267; 0,061; 0,164; 4502К; 53К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,587; 0,062; 0,588; 0,272; 0,379; 0,612; 0,417; 4280К; 55К; 1; Com dados; ; ; ; ; 0
1506906; 15; 6906; PA; SANTAREM NOVO; 0; Pequeno porte 1; 6.482; 229,51; 26,8; 38.985,93; 6.148,23; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
1507003; 15; 7003; PA; SANTO ANTONIO DO TAUA; 0; Pequeno porte 2; 30.129; 537,63; 49,6; 182.410,90; 6.383,58; ; ; ; ; ; 0; Sem dados; ; 0,229; 0,834; 1,000; 0,481; 0,039; 0,772; 0,992; 0,621; 925К; 13К; 1; Com dados; ; 0,640; 0,125; 0,577; 0,515; 0,451; 0,517; 0,471; 3736К; 30К; 1; Com dados; ; ; ; ; 0
1507102; 15; 7102; PA; SAO CAETANO DE ODIVELAS; 0; Pequeno porte 1; 17.492; 743,47; 22,7; 106.722,72; 6.181,09; ; ; ; ; ; 0; Sem dados; ; 0,000; 0,834; 0,000; 0,192; 0,059; 0,717; 0,994; 0,399; 3897К; 71К; 1; Com dados; ; 0,510; 0,146; 0,490; 0,538; 0,339; 0,582; 0,434; 4098К; 45К; 1; Com dados; ; ; ; ; 0
1507151; 15; 7151; PA; SAO DOMINGOS DO ARAGUAIA; 0; Pequeno porte 2; 24.659; 1.392,46; 16,6; 166.450,10; 6.931,95; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,373; 0,116; 0,626; 0,436; 0,360; 0,439; 0,392; 4474К; 69К; 1; Com dados; ; ; ; ; 0
1507201; 15; 7201; PA; SAO DOMINGOS DO CAPIM; 0; Pequeno porte 2; 30.987; 1.677,25; 17,8; 266.855,82; 8.735,05; ; ; ; ; ; 0; Sem dados; ; 0,000; 0,368; 0,603; 0,000; 0,858; 0,615; 0,997; 0,492; 2793К; 47К; 1; Com dados; ; 0,245; 0,114; 0,620; 0,407; 0,212; 0,610; 0,368; 4627К; 88К; 1; Com dados; ; ; ; ; 0
1507409; 15; 7409; PA; SAO FRANCISCO DO PARA; 0; Pequeno porte 1; 15.418; 479,57; 31,4; 177.112,19; 11.575,20; ; ; ; ; ; 0; Sem dados; ; 0,000; 0,596; 0,723; 0,192; 0,017; 0,778; 0,992; 0,471; 3107К; 56К; 1; Com dados; ; 0,551; 0,143; 0,450; 0,399; 0,394; 0,661; 0,433; 4107К; 47К; 1; Com dados; ; ; ; ; 0
1507458; 15; 7458; PA; SAO GERALDO DO ARAGUAIA; 0; Pequeno porte 2; 24.394; 3.168,38; 8,1; 248.511,10; 9.918,23; ; ; ; ; ; 0; Sem dados; ; 0,000; 1,000; 0,000; 0,000; 0,241; 0,627; 0,997; 0,409; 3813К; 70К; 1; Com dados; ; 0,546; 0,095; 0,554; 0,337; 0,363; 0,694; 0,431; 4127К; 48К; 1; Com dados; ; ; ; ; 0
1507466; 15; 7466; PA; SAO JOAO DA PONTA; 0; Pequeno porte 1; 5.884; 195,92; 26,9; 29.878,94; 5.327,91; ; ; ; ; ; 0; Sem dados; ; 0,000; 0,603; 0,693; 0,202; 0,000; 0,656; 0,998; 0,450; 3390К; 64К; 1; Com dados; ; 0,490; 0,229; 0,453; 0,478; 0,334; 0,580; 0,427; 4167К; 49К; 1; Com dados; ; ; ; ; 0
1507474; 15; 7474; PA; SAO JOAO DE PIRABAS; 0; Pequeno porte 2; 22.207; 705,54; 29,3; 121.266,13; 5.630,86; ; ; ; ; ; 0; Sem dados; ; 0,477; 0,239; 0,000; 0,312; 0,482; 0,620; 0,995; 0,446; 3437К; 67К; 1; Com dados; ; 0,409; 0,107; 0,369; 0,408; 0,229; 0,517; 0,340; 4772К; 98К; 1; Com dados; ; ; ; ; 0
1507508; 15; 7508; PA; SAO JOAO DO ARAGUAIA; 0; Pequeno porte 1; 13.569; 1.279,89; 10,3; 91.196,49; 6.796,07; ; ; ; ; ; 0; Sem dados; ; 0,477; 1,000; 0,000; 0,000; 0,314; 0,633; 0,995; 0,489; 2842К; 51К; 1; Com dados; ; 0,289; 0,206; 0,378; 0,356; 0,255; 0,458; 0,324; 4831К; 103К; 1; Com dados; ; ; ; ; 0
1507706; 15; 7706; PA; SAO SEBASTIAO DA BOA VISTA; 0; Pequeno porte 2; 25.540; 1.632,25; 14; 153.345,41; 6.294,19; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,144; 0,076; 0,465; 0,395; 0,274; 0,553; 0,318; 4847К; 104К; 1; Com dados; ; ; ; ; 0
1507805; 15; 7805; PA; SENADOR JOSE PORFIRIO; 0; Pequeno porte 1; 11.587; 14.419,92; 0,9; 93.665,00; 7.595,90; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,263; 0,144; 0,429; 0,288; 0,169; 0,520; 0,302; 4895К; 117К; 1; Com dados; ; ; ; ; 0
1507904; 15; 7904; PA; SOURE; 0; Pequeno porte 2; 24.488; 3.517,32; 6,5; 135.384,18; 5.673,87; 0,127; 0,144; 0,135; 4592К; 56К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,611; 0,090; 0,425; 0,545; 0,411; 0,547; 0,438; 4055К; 42К; 1; Com dados; ; ; ; ; 0
1507961; 15; 7961; PA; TERRA ALTA; 0; Pequeno porte 1; 11.262; 206,41; 49,7; 47.281,71; 4.369,04; ; ; ; ; ; 0; Sem dados; ; 0,000; 0,375; 0,813; 0,000; 0,062; 0,511; 0,997; 0,394; 3946К; 72К; 1; Com dados; ; 0,555; 0,090; 0,451; 0,427; 0,387; 0,469; 0,397; 4439К; 66К; 1; Com dados; ; ; ; ; 0
1507979; 15; 7979; PA; TERRA SANTA; 0; Pequeno porte 1; 18.105; 1.896,51; 8,9; 273.211,59; 15.511,05; 0,438; 0,260; 0,349; 2502К; 17К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,516; 0,093; 0,598; 0,481; 0,458; 0,564; 0,452; 3933К; 38К; 1; Com dados; ; ; ; ; 0
1508035; 15; 8035; PA; TRACUATEUA; 0; Pequeno porte 2; 29.793; 934,27; 29,4; 180.140,57; 6.260,32; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,289; 0,096; 0,424; 0,352; 0,210; 0,623; 0,332; 4797К; 100К; 1; Com dados; ; ; ; ; 0
1508050; 15; 8050; PA; TRAIRAO; 0; Pequeno porte 1; 18.280; 11.991,09; 1,4; 201.753,67; 11.417,86; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,359; 0,058; 0,553; 0,373; 0,284; 0,566; 0,366; 4646К; 91К; 1; Com dados; ; ; ; ; 0
1508100; 15; 8100; PA; TUCURUI; 0; Grande porte; 108.885; 2.086,19; 46,6; 3.618.755,69; 34.923,67; ; ; ; ; ; 0; Sem dados; ; 0,477; 0,762; 0,000; 0,721; 0,538; 0,721; 0,995; 0,602; 1153К; 19К; 1; Com dados; ; 0,685; 0,188; 0,675; 0,418; 0,532; 0,733; 0,538; 3060К; 7К; 1; Com dados; ; ; ; ; 0
1508159; 15; 8159; PA; URUARA; 0; Pequeno porte 2; 44.370; 10.791,41; 4,2; 361.234,25; 8.075,70; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,453; 0,100; 0,612; 0,286; 0,348; 0,715; 0,419; 4256К; 54К; 1; Com dados; ; ; ; ; 0
1508209; 15; 8209; PA; VIGIA; 0; Mщdio porte; 51.705; 539,08; 88,8; 281.252,39; 5.618,87; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,562; 0,112; 0,556; 0,486; 0,415; 0,585; 0,453; 3920К; 36К; 1; Com dados; ; ; ; ; 0
1508308; 15; 8308; PA; VISEU; 0; Mщdio porte; 59.401; 4.915,07; 11,5; 428.632,97; 7.349,30; 0,344; 0,347; 0,346; 2557К; 18К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,226; 0,044; 0,344; 0,434; 0,172; 0,623; 0,307; 4884К; 113К; 1; Com dados; ; ; ; ; 0
1508357; 15; 8357; PA; VITORIA DO XINGU; 0; Pequeno porte 1; 14.566; 3.089,54; 4,4; 315.776,18; 22.440,04; ; ; ; ; ; 0; Sem dados; ; 0,229; 1,000; 0,000; 0,152; 0,370; 0,832; 0,980; 0,509; 2540К; 42К; 1; Com dados; ; 0,408; 0,318; 0,549; 0,425; 0,365; 0,688; 0,459; 3860К; 33К; 1; Com dados; ; ; ; ; 0
1508407; 15; 8407; PA; XINGUARA; 0; Pequeno porte 2; 43.188; 3.779,36; 10,7; 783.920,71; 18.627,08; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,697; 0,091; 0,704; 0,328; 0,484; 0,726; 0,505; 3371К; 19К; 1; Com dados; ; ; ; ; 0
2500106; 25; 106; PB; AGUA BRANCA; 0; Pequeno porte 1; 10.172; 236,61; 39,9; 55.097,55; 5.569,35; 0,317; 0,226; 0,271; 3732К; 96К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,548; 0,132; 0,446; 0,412; 0,308; 0,284; 0,355; 4695К; 159К; 1; Com dados; ; ; ; ; 0
2500205; 25; 205; PB; AGUIAR; 0; Pequeno porte 1; 5.567; 344,71; 16; 35.306,00; 6.320,44; 0,491; 0,361; 0,426; 1275К; 18К; 1; Com dados; ; 0,477; 0,834; 0,000; 0,372; 0,022; 0,671; 0,967; 0,477; 3009К; 71К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2500502; 25; 502; PB; ALAGOINHA; 0; Pequeno porte 1; 14.376; 96,98; 140; 71.875,71; 5.101,91; ; ; ; ; ; 0; Sem dados; ; 0,000; 0,596; 0,090; 0,880; 0,039; 0,738; 0,993; 0,477; 3021К; 72К; 1; Com dados; ; 0,720; 0,151; 0,555; 0,464; 0,363; 0,694; 0,491; 3507К; 51К; 1; Com dados; ; ; ; ; 0
2500577; 25; 577; PB; ALGODAO DE JANDAIRA; 0; Pequeno porte 1; 2.488; 220,25; 10,7; 18.532,37; 7.576,60; 0,384; 0,675; 0,530; 380К; 4К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2500601; 25; 601; PB; ALHANDRA; 0; Pequeno porte 1; 19.412; 182,66; 98,6; 599.889,91; 31.794,04; ; ; ; ; ; 0; Sem dados; ; 0,477; 1,000; 0,000; 0,691; 0,131; 0,699; 0,989; 0,570; 1607К; 20К; 1; Com dados; ; 0,828; 0,383; 0,436; 0,493; 0,332; 0,620; 0,515; 3272К; 27К; 1; Com dados; ; ; ; ; 0
2500734; 25; 734; PB; AMPARO; 0; Pequeno porte 1; 2.229; 121,98; 17,1; 16.228,12; 7.457,77; 0,467; 0,575; 0,521; 420К; 5К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,632; 0,141; 0,539; 0,541; 0,389; 0,499; 0,457; 3881К; 79К; 1; Com dados; ; ; ; ; 0
2500809; 25; 809; PB; ARACAGI; 0; Pequeno porte 1; 17.061; 231,16; 74,5; 116.706,93; 6.764,83; 0,141; 0,227; 0,184; 4428К; 168К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2500908; 25; 908; PB; ARARA; 0; Pequeno porte 1; 13.448; 99,11; 127,7; 72.526,14; 5.512,36; ; ; ; ; ; 0; Sem dados; ; 0,229; 0,474; 0,000; 0,761; 0,022; 0,697; 0,990; 0,453; 3355К; 86К; 1; Com dados; ; 0,639; 0,138; 0,485; 0,427; 0,251; 0,282; 0,370; 4616К; 153К; 1; Com dados; ; ; ; ; 0
2501005; 25; 1005; PB; ARARUNA; 0; Pequeno porte 2; 20.237; 241,3; 76,8; 116.262,52; 5.915,76; 0,211; 0,190; 0,201; 4332К; 153К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,506; 0,206; 0,516; 0,492; 0,296; 0,526; 0,424; 4199К; 120К; 1; Com dados; ; ; ; ; 0
2501104; 25; 1104; PB; AREIA; 0; Pequeno porte 2; 22.940; 266,6; 88,4; 165.409,06; 7.047,08; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,661; 0,109; 0,579; 0,434; 0,360; 0,517; 0,444; 4003К; 96К; 1; Com dados; ; ; ; ; 0
2501153; 25; 1153; PB; AREIA DE BARAUNAS; 0; Pequeno porte 1; 2.137; 96,34; 20; 14.506,73; 7.603,11; 0,359; 0,577; 0,468; 788К; 9К; 1; Com dados; ; 0,477; 0,405; 0,000; 0,761; 0,000; 0,510; 0,979; 0,447; 3424К; 90К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2501203; 25; 1203; PB; AREIAL; 0; Pequeno porte 1; 6.938; 35,64; 195,2; 40.292,60; 5.908,87; 0,122; 0,270; 0,196; 4353К; 158К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,669; 0,099; 0,623; 0,597; 0,394; 0,626; 0,501; 3413К; 41К; 1; Com dados; ; ; ; ; 0
2501351; 25; 1351; PB; ASSUNCAO; 0; Pequeno porte 1; 3.876; 126,43; 27,9; 25.943,17; 6.951,55; 0,203; 0,397; 0,300; 3335К; 84К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,233; 0,114; 0,552; 0,731; 0,396; 0,428; 0,409; 4333К; 129К; 1; Com dados; ; ; ; ; 0
2501401; 25; 1401; PB; BAIA DA TRAICAO; 0; Pequeno porte 1; 8.951; 102,24; 78,3; 59.149,73; 6.909,21; ; ; ; ; ; 0; Sem dados; ; 0,000; 1,000; 0,000; 0,731; 0,346; 0,768; 0,981; 0,546; 1992К; 35К; 1; Com dados; ; 0,784; 0,112; 0,574; 0,661; 0,329; 0,387; 0,475; 3688К; 68К; 1; Com dados; ; ; ; ; 0
2501500; 25; 1500; PB; BANANEIRAS; 0; Pequeno porte 2; 21.195; 257,06; 84,7; 165.132,45; 7.501,93; 0,412; 0,240; 0,326; 2900К; 67К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,630; 0,241; 0,390; 0,483; 0,298; 0,566; 0,435; 4089К; 108К; 1; Com dados; ; ; ; ; 0
2501534; 25; 1534; PB; BARAUNA; 0; Pequeno porte 1; 4.843; 50,58; 83,4; 27.654,90; 6.042,14; 0,094; 0,322; 0,208; 4300К; 148К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,196; 0,124; 0,220; 0,428; 0,274; 0,317; 0,260; 4959К; 179К; 1; Com dados; ; ; ; ; 0
2501609; 25; 1609; PB; BARRA DE SANTA ROSA; 0; Pequeno porte 1; 15.286; 775,66; 18,3; 96.969,19; 6.531,23; 0,070; 0,187; 0,128; 4603К; 188К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,542; 0,150; 0,388; 0,381; 0,284; 0,504; 0,375; 4586К; 149К; 1; Com dados; ; ; ; ; 0
2501575; 25; 1575; PB; BARRA DE SANTANA; 0; Pequeno porte 1; 8.245; 374,37; 21,8; 46.628,31; 5.614,49; 0,079; 0,303; 0,191; 4385К; 160К; 1; Com dados; ; 0,229; 0,405; 0,195; 0,571; 0,017; 0,560; 0,995; 0,425; 3690К; 107К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2502102; 25; 2102; PB; BOA VENTURA; 0; Pequeno porte 1; 5.410; 170,58; 33,7; 30.485,60; 5.436,09; 0,242; 0,273; 0,258; 3885К; 111К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,698; 0,123; 0,636; 0,352; 0,372; 0,669; 0,475; 3680К; 67К; 1; Com dados; ; ; ; ; 0
2502151; 25; 2151; PB; BOA VISTA; 0; Pequeno porte 1; 6.986; 476,54; 13,1; 118.324,11; 17.742,41; ; ; ; ; ; 0; Sem dados; ; 0,000; 0,138; 0,000; 0,790; 0,039; 0,442; 0,991; 0,343; 4205К; 135К; 1; Com dados; ; 0,669; 0,253; 0,657; 0,573; 0,492; 0,652; 0,549; 2972К; 11К; 1; Com dados; ; ; ; ; 0
2502201; 25; 2201; PB; BOM JESUS; 0; Pequeno porte 1; 2.550; 46,17; 50,4; 18.310,64; 7.338,93; 0,240; 0,574; 0,407; 1566К; 27К; 1; Com dados; ; 0,477; 0,834; 0,000; 0,481; 0,022; 0,548; 0,988; 0,479; 2995К; 70К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2502706; 25; 2706; PB; BORBOREMA; 0; Pequeno porte 1; 5.399; 25,98; 196,7; 46.737,54; 8.823,40; 0,103; 0,330; 0,216; 4246К; 142К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2502904; 25; 2904; PB; BREJO DOS SANTOS; 0; Pequeno porte 1; 6.435; 93,85; 66; 40.371,08; 6.343,66; 0,294; 0,245; 0,269; 3756К; 99К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2503100; 25; 3100; PB; CABACEIRAS; 0; Pequeno porte 1; 5.511; 452,93; 11,1; 35.197,17; 6.617,25; 0,203; 0,291; 0,247; 3992К; 118К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,784; 0,176; 0,596; 0,585; 0,401; 0,531; 0,512; 3300К; 31К; 1; Com dados; ; ; ; ; 0
2503308; 25; 3308; PB; CACHOEIRA DOS INDIOS; 0; Pequeno porte 1; 10.191; 193,07; 49,4; 78.710,07; 7.910,56; ; ; ; ; ; 0; Sem dados; ; 0,477; 0,834; 0,000; 0,000; 0,069; 0,709; 0,990; 0,440; 3517К; 97К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2503407; 25; 3407; PB; CACIMBA DE AREIA; 0; Pequeno porte 1; 3.731; 220,38; 16,1; 23.885,30; 6.502,94; 0,070; 0,331; 0,201; 4333К; 154К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,714; 0,256; 0,465; 0,483; 0,365; 0,588; 0,479; 3641К; 63К; 1; Com dados; ; ; ; ; 0
2503506; 25; 3506; PB; CACIMBA DE DENTRO; 0; Pequeno porte 1; 17.153; 168,11; 102,3; 91.263,65; 5.324,29; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,654; 0,137; 0,427; 0,487; 0,289; 0,612; 0,434; 4097К; 110К; 1; Com dados; ; ; ; ; 0
2503555; 25; 3555; PB; CACIMBAS; 0; Pequeno porte 1; 7.148; 126,54; 53,9; 36.435,06; 5.179,11; 0,491; 0,296; 0,393; 1805К; 36К; 1; Com dados; ; 0,477; 0,474; 0,000; 0,501; 0,000; 0,588; 0,990; 0,433; 3604К; 101К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2503605; 25; 3605; PB; CAICARA; 0; Pequeno porte 1; 7.288; 127,91; 56,4; 50.450,07; 6.907,18; 0,057; 0,261; 0,159; 4519К; 177К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,714; 0,153; 0,526; 0,685; 0,356; 0,401; 0,472; 3718К; 69К; 1; Com dados; ; ; ; ; 0
2503704; 25; 3704; PB; CAJAZEIRAS; 0; Mщdio porte; 61.816; 565,9; 103,3; 769.061,08; 12.688,26; 0,280; 0,119; 0,200; 4341К; 155К; 1; Com dados; ; 0,477; 0,834; 0,000; 0,651; 0,726; 0,758; 0,992; 0,634; 783К; 7К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2503753; 25; 3753; PB; CAJAZEIRINHAS; 0; Pequeno porte 1; 3.181; 287,89; 10,5; 24.066,03; 7.686,37; 0,254; 0,533; 0,393; 1802К; 35К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,531; 0,240; 0,545; 0,657; 0,255; 0,596; 0,471; 3739К; 71К; 1; Com dados; ; ; ; ; 0
2503803; 25; 3803; PB; CALDAS BRANDAO; 0; Pequeno porte 1; 5.986; 55,85; 100,9; 46.600,28; 7.953,62; 0,331; 0,286; 0,308; 3187К; 79К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,791; 0,162; 0,470; 0,568; 0,298; 0,349; 0,440; 4039К; 99К; 1; Com dados; ; ; ; ; 0
2503902; 25; 3902; PB; CAMALAU; 0; Pequeno porte 1; 5.996; 543,69; 10,6; 38.974,17; 6.586,81; 0,415; 0,308; 0,362; 2300К; 48К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,549; 0,109; 0,498; 0,614; 0,296; 0,582; 0,441; 4026К; 97К; 1; Com dados; ; ; ; ; 0
2504033; 25; 4033; PB; CAPIM; 0; Pequeno porte 1; 6.441; 78,79; 71,7; 41.679,16; 6.852,87; 0,133; 0,264; 0,198; 4347К; 156К; 1; Com dados; ; 0,229; 1,000; 0,000; 0,561; 0,136; 0,546; 0,985; 0,494; 2752К; 60К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
