Cѓd Mun; Codigouf; Codigomunicipio; Estado; Nome; Capital (1=Sim;0=Nуo); Porte do Municэpio; Populaчуo 2016 (IBGE); Сrea da unidade territorial 2015 (kmВ) (IBGE Cidades); Densidade demogrсfica 2010 (hab/kmВ) (IBGE Cidades); PIB 2013 -  A preчos correntes (1000 R$) (IBGE) ; PIB per capita (R$) 2013 (IBGE); Эndice Firjan de Gestуo Fiscal (2015); Gastos saњde e educaчуo per capita; Эndice Fiscal 2016; Colocaчуo Nacional em Gastos e Finanчas Pњblicas; Colocaчуo Estadual em Gastos e Finanчas Pњblicas; "Municэpios com эndice 
(1=Sim; 0 Nуo)"; Status em Gastos e Finanчas; Variсvel do outlier; Terceirizaчуo serviчos bсsicos; Informatizaчуo; Articulaчуo institucional; Transparъncia; Planejamento Urbano; Servidores per capita; Comissionados ; Эndice Gestуo 2016; Colocaчуo Nacional em Qualidade da Gestуo; Colocaчуo Estadual em Qualidade da Gestуo; "Municэpios com эndice 
(1=Sim; 0 Nуo)2"; Status em Qualidade da Gestуo; Variсvel do outlier ; Qualidade habitacional; Atendimento mщdico; Vulnerabilidade; Educaчуo; IDHM; Mortalidade infantil; Эndice de Desempenho 2016; Colocaчуo Nacional em Desempenho; Colocaчуo Estadual em Desempenho; "Municэpios com эndice 
(1=Sim; 0 Nуo)3"; Status em Desempenho; Variсvel do outlier  ; IGM - 2016; Colocaчуo no IGM; Colocaчуo Estadual no IGM; "Municэpios com эndice 
(1=Sim; 0 Nуo)4"
4202404; 42; 2404; SC; BLUMENAU; 0; Grande porte; 343.715; 518,5; 596; 12.893.271,08; 39.179,51; 0,502; 0,342; 0,422; 1326К; 173К; 1; Com dados; ; 1,000; 1,000; 0,000; 0,980; 0,868; 0,815; 0,998; 0,809; 35К; 8К; 1; Com dados; ; 0,959; 0,206; 0,944; 0,740; 0,866; 0,998; 0,786; 91К; 14К; 1; Com dados; ; 0,672; 42К; 11К; 1
4200754; 42; 754; SC; ALTO BELA VISTA; 0; Pequeno porte 1; 1.977; 103,98; 19,3; 40.084,98; 19.972,58; 0,478; 0,854; 0,666; 49К; 7К; 1; Com dados; ; 0,229; 1,000; 0,337; 0,761; 0,410; 0,337; 0,991; 0,581; 1443К; 192К; 1; Com dados; ; 0,974; 0,205; 0,908; 0,812; 0,745; 0,965; 0,768; 176К; 36К; 1; Com dados; ; 0,672; 43К; 12К; 1
4204608; 42; 4608; SC; CRICIUMA; 0; Grande porte; 209.153; 235,7; 815,9; 5.569.297,84; 27.516,97; 0,532; 0,375; 0,454; 943К; 131К; 1; Com dados; ; 1,000; 1,000; 0,000; 0,681; 0,857; 0,903; 0,991; 0,776; 73К; 16К; 1; Com dados; ; 0,972; 0,296; 0,921; 0,762; 0,823; 0,897; 0,779; 112К; 18К; 1; Com dados; ; 0,669; 44К; 13К; 1
4323804; 43; 23804; RS; XANGRI-LA; 0; Pequeno porte 1; 14.430; 60,69; 204,9; 308.730,44; 22.553,18; 0,677; 0,831; 0,754; 9К; 1К; 1; Com dados; ; 0,621; 0,534; 0,000; 0,092; 0,821; 0,521; 0,995; 0,512; 2508К; 382К; 1; Com dados; ; 0,957; 0,404; 0,841; 0,646; 0,697; 0,902; 0,741; 421К; 64К; 1; Com dados; ; 0,669; 45К; 7К; 1
3525300; 35; 25300; SP; JAU; 0; Grande porte; 144.828; 687,1; 191,1; 3.317.902,52; 23.686,28; 0,678; 0,305; 0,491; 590К; 126К; 1; Com dados; ; 0,604; 1,000; 0,513; 0,890; 0,530; 0,790; 0,997; 0,760; 105К; 19К; 1; Com dados; ; 0,966; 0,190; 0,909; 0,676; 0,800; 0,970; 0,752; 310К; 136К; 1; Com dados; ; 0,668; 46К; 16К; 1
4312955; 43; 12955; RS; NOVA BOA VISTA; 0; Pequeno porte 1; 1.942; 94,24; 20,8; 58.840,57; 29.747,51; 0,687; 0,676; 0,682; 44К; 12К; 1; Com dados; ; 0,229; 1,000; 0,120; 0,661; 0,399; 0,444; 0,993; 0,549; 1930К; 297К; 1; Com dados; ; 0,993; 0,174; 0,982; 0,820; 0,776; 0,889; 0,772; 151К; 25К; 1; Com dados; ; 0,668; 47К; 8К; 1
3524709; 35; 24709; SP; JAGUARIUNA; 0; Mщdio porte; 53.069; 141,39; 313,4; 6.163.747,61; 124.527,70; 0,444; 0,717; 0,580; 186К; 50К; 1; Com dados; ; 0,729; 1,000; 0,434; 0,621; 0,352; 0,670; 0,998; 0,686; 374К; 50К; 1; Com dados; ; 0,931; 0,144; 0,867; 0,739; 0,814; 0,927; 0,737; 465К; 201К; 1; Com dados; ; 0,668; 48К; 17К; 1
4208906; 42; 8906; SC; JARAGUA DO SUL; 0; Grande porte; 167.300; 529,45; 270,3; 7.846.725,03; 50.132,73; 0,587; 0,366; 0,476; 726К; 104К; 1; Com dados; ; 0,872; 1,000; 0,000; 0,980; 0,680; 0,766; 0,998; 0,757; 115К; 23К; 1; Com dados; ; 0,976; 0,133; 0,966; 0,734; 0,859; 0,953; 0,770; 162К; 32К; 1; Com dados; ; 0,668; 49К; 14К; 1
4218004; 42; 18004; SC; TIJUCAS; 0; Pequeno porte 2; 36.170; 279,58; 110,7; 1.202.944,60; 35.540,66; 0,795; 0,228; 0,512; 471К; 66К; 1; Com dados; ; 0,748; 1,000; 0,000; 0,870; 1,000; 0,790; 0,994; 0,772; 79К; 18К; 1; Com dados; ; 0,973; 0,243; 0,843; 0,554; 0,757; 0,946; 0,719; 712К; 131К; 1; Com dados; ; 0,667; 50К; 15К; 1
4200200; 42; 200; SC; AGROLANDIA; 0; Pequeno porte 1; 10.427; 207,55; 44,9; 219.690,01; 22.063,88; 0,550; 0,250; 0,400; 1684К; 199К; 1; Com dados; ; 0,499; 1,000; 1,000; 0,920; 1,000; 0,768; 0,996; 0,883; 3К; 1К; 1; Com dados; ; 0,975; 0,174; 0,946; 0,690; 0,673; 0,848; 0,718; 738К; 134К; 1; Com dados; ; 0,667; 51К; 16К; 1
4322806; 43; 22806; RS; VERANOPOLIS; 0; Pequeno porte 2; 24.885; 289,43; 78,8; 869.334,31; 35.845,88; 0,532; 0,294; 0,413; 1457К; 251К; 1; Com dados; ; 0,729; 1,000; 0,925; 0,830; 0,577; 0,792; 0,995; 0,835; 17К; 7К; 1; Com dados; ; 0,986; 0,194; 0,915; 0,736; 0,788; 0,894; 0,752; 307К; 50К; 1; Com dados; ; 0,667; 52К; 9К; 1
4208005; 42; 8005; SC; ITA; 0; Pequeno porte 1; 6.311; 165,87; 38,8; 152.370,79; 23.733,77; 0,480; 0,631; 0,556; 271К; 36К; 1; Com dados; ; 0,604; 1,000; 0,120; 0,701; 0,727; 0,597; 0,994; 0,677; 432К; 84К; 1; Com dados; ; 0,985; 0,222; 0,934; 0,722; 0,783; 0,959; 0,767; 181К; 37К; 1; Com dados; ; 0,667; 53К; 17К; 1
4207403; 42; 7403; SC; IMBUIA; 0; Pequeno porte 1; 6.087; 123,04; 46,4; 114.084,15; 19.186,71; 0,588; 0,343; 0,465; 823К; 113К; 1; Com dados; ; 0,229; 1,000; 1,000; 0,850; 0,703; 0,595; 0,998; 0,768; 82К; 19К; 1; Com dados; ; 0,982; 0,394; 0,916; 0,789; 0,644; 0,878; 0,767; 183К; 38К; 1; Com dados; ; 0,667; 54К; 18К; 1
3519055; 35; 19055; SP; HOLAMBRA; 0; Pequeno porte 1; 13.698; 65,58; 172,3; 603.033,28; 47.456,78; 0,501; 0,560; 0,531; 371К; 84К; 1; Com dados; ; 0,229; 1,000; 0,090; 0,761; 1,000; 0,598; 0,996; 0,668; 510К; 66К; 1; Com dados; ; 0,938; 0,304; 0,957; 0,807; 0,835; 0,956; 0,800; 43К; 24К; 1; Com dados; ; 0,666; 55К; 18К; 1
4200309; 42; 309; SC; AGRONOMICA; 0; Pequeno porte 1; 5.371; 129,92; 37,6; 118.681,27; 22.946,88; 0,530; 0,296; 0,413; 1460К; 185К; 1; Com dados; ; 0,356; 1,000; 1,000; 0,880; 0,697; 0,750; 0,994; 0,811; 32К; 7К; 1; Com dados; ; 0,971; 0,446; 0,917; 0,619; 0,711; 0,967; 0,772; 155К; 29К; 1; Com dados; ; 0,665; 56К; 19К; 1
4115853; 41; 15853; PR; MERCEDES; 0; Pequeno porte 1; 5.437; 200,86; 25,1; 147.216,55; 27.693,11; 0,633; 0,486; 0,559; 255К; 21К; 1; Com dados; ; 0,229; 1,000; 0,000; 1,000; 0,750; 0,547; 0,995; 0,646; 670К; 75К; 1; Com dados; ; 0,984; 0,456; 0,914; 0,767; 0,709; 0,905; 0,789; 78К; 6К; 1; Com dados; ; 0,665; 57К; 2К; 1
3547205; 35; 47205; SP; SANTANA DA PONTE PENSA; 0; Pequeno porte 1; 1.573; 129,89; 12,6; 23.338,51; 14.326,89; 0,554; 0,781; 0,668; 48К; 9К; 1; Com dados; ; 0,000; 1,000; 0,000; 0,701; 0,039; 0,420; 0,977; 0,448; 3414К; 299К; 1; Com dados; ; 0,999; 0,771; 0,951; 0,860; 0,788; 0,878; 0,874; 1К; 1К; 1; Com dados; ; 0,663; 58К; 19К; 1
5003256; 50; 3256; MS; COSTA RICA; 0; Pequeno porte 1; 19.835; 4.164,12; 3,7; 1.054.679,58; 55.995,73; 0,868; 0,469; 0,668; 47К; 2К; 1; Com dados; ; 0,729; 0,762; 0,433; 0,292; 0,766; 0,775; 0,976; 0,676; 442К; 17К; 1; Com dados; ; 0,966; 0,123; 0,866; 0,598; 0,628; 0,683; 0,644; 1991К; 21К; 1; Com dados; ; 0,663; 59К; 2К; 1
4306403; 43; 6403; RS; DOIS IRMAOS; 0; Pequeno porte 2; 30.472; 65,16; 423,2; 1.323.496,12; 44.821,73; 0,665; 0,335; 0,500; 535К; 122К; 1; Com dados; ; 0,751; 1,000; 0,399; 0,950; 0,448; 0,772; 0,998; 0,759; 108К; 24К; 1; Com dados; ; 0,993; 0,205; 0,939; 0,614; 0,716; 0,894; 0,727; 613К; 90К; 1; Com dados; ; 0,662; 60К; 10К; 1
4312179; 43; 12179; RS; MATO QUEIMADO; 0; Pequeno porte 1; 1.789; 113,99; 15,7; 47.141,86; 25.916,36; 0,738; 0,748; 0,743; 12К; 2К; 1; Com dados; ; 0,229; 1,000; 0,000; 0,870; 0,287; 0,484; 0,994; 0,552; 1883К; 292К; 1; Com dados; ; 0,923; 0,293; 0,674; 0,641; 0,654; 0,959; 0,691; 1214К; 187К; 1; Com dados; ; 0,662; 61К; 11К; 1
4106902; 41; 6902; PR; CURITIBA; 1; Grande porte; 1.893.997; 435,04; 4.027,00; 79.383.343,18; 42.934,38; 0,595; 0,293; 0,444; 1042К; 117К; 1; Com dados; ; 0,604; 1,000; 0,210; 1,000; 0,692; 0,808; 0,999; 0,759; 111К; 8К; 1; Com dados; ; 0,975; 0,242; 0,938; 0,722; 0,907; 0,907; 0,782; 102К; 7К; 1; Com dados; ; 0,662; 62К; 3К; 1
3136702; 31; 36702; MG; JUIZ DE FORA; 0; Grande porte; 559.636; 1.435,75; 359,6; 13.279.245,25; 24.323,55; 0,628; 0,280; 0,454; 935К; 51К; 1; Com dados; ; 1,000; 1,000; 0,000; 1,000; 0,736; 0,875; 0,995; 0,801; 44К; 3К; 1; Com dados; ; 0,967; 0,241; 0,870; 0,684; 0,800; 0,812; 0,729; 571К; 48К; 1; Com dados; ; 0,661; 63К; 3К; 1
4303905; 43; 3905; RS; CAMPO BOM; 0; Mщdio porte; 64.553; 60,51; 992,8; 2.168.912,24; 34.242,92; 0,703; 0,356; 0,529; 384К; 94К; 1; Com dados; ; 0,872; 1,000; 0,000; 0,900; 0,537; 0,725; 0,994; 0,718; 225К; 52К; 1; Com dados; ; 0,960; 0,272; 0,899; 0,633; 0,721; 0,924; 0,735; 492К; 74К; 1; Com dados; ; 0,661; 64К; 12К; 1
4205191; 42; 5191; SC; ERMO; 0; Pequeno porte 1; 2.077; 63,44; 32,3; 53.739,83; 25.824,04; 0,581; 0,801; 0,691; 35К; 6К; 1; Com dados; ; 0,000; 1,000; 0,124; 0,860; 0,665; 0,596; 0,987; 0,605; 1121К; 167К; 1; Com dados; ; 0,982; 0,297; 0,882; 0,482; 0,675; 0,802; 0,687; 1284К; 185К; 1; Com dados; ; 0,661; 65К; 20К; 1
4202909; 42; 2909; SC; BRUSQUE; 0; Grande porte; 125.810; 283,22; 372,5; 4.391.278,20; 37.650,07; 0,769; 0,226; 0,497; 550К; 76К; 1; Com dados; ; 0,872; 0,762; 0,000; 0,960; 0,664; 0,829; 0,997; 0,726; 196К; 44К; 1; Com dados; ; 0,974; 0,096; 0,952; 0,687; 0,840; 0,998; 0,758; 264К; 59К; 1; Com dados; ; 0,660; 66К; 21К; 1
3300100; 33; 100; RJ; ANGRA DOS REIS; 0; Grande porte; 191.504; 825,08; 205,5; 6.116.002,00; 33.699,58; 0,617; 0,509; 0,563; 241К; 5К; 1; Com dados; ; 0,748; 1,000; 0,000; 0,641; 0,846; 0,706; 0,995; 0,705; 287К; 10К; 1; Com dados; ; 0,917; 0,445; 0,806; 0,559; 0,671; 0,879; 0,713; 804К; 16К; 1; Com dados; ; 0,660; 67К; 3К; 1
2607208; 26; 7208; PE; IPOJUCA; 0; Mщdio porte; 92.965; 527,11; 153; 8.411.558,28; 95.666,34; 0,745; 0,850; 0,797; 2К; 1К; 1; Com dados; ; 0,872; 1,000; 0,000; 0,092; 0,902; 0,700; 0,972; 0,648; 651К; 10К; 1; Com dados; ; 0,694; 0,390; 0,574; 0,502; 0,420; 0,612; 0,532; 3126К; 33К; 1; Com dados; ; 0,659; 68К; 1К; 1
5105259; 51; 5259; MT; LUCAS DO RIO VERDE; 0; Mщdio porte; 59.436; 3.663,99; 12,4; 2.416.420,19; 45.728,29; 0,661; 0,314; 0,488; 624К; 29К; 1; Com dados; ; 0,872; 1,000; 0,000; 0,950; 0,868; 0,763; 0,996; 0,779; 67К; 2К; 1; Com dados; ; 0,952; 0,119; 0,902; 0,705; 0,776; 0,813; 0,711; 836К; 2К; 1; Com dados; ; 0,659; 69К; 1К; 1
4213500; 42; 13500; SC; PORTO BELO; 0; Pequeno porte 1; 19.744; 92,41; 171,8; 739.148,37; 40.913,78; 0,724; 0,336; 0,530; 376К; 48К; 1; Com dados; ; 0,248; 0,870; 0,468; 0,691; 0,900; 0,735; 0,993; 0,701; 307К; 62К; 1; Com dados; ; 0,963; 0,220; 0,897; 0,660; 0,757; 0,970; 0,744; 393К; 82К; 1; Com dados; ; 0,658; 70К; 22К; 1
4208203; 42; 8203; SC; ITAJAI; 0; Grande porte; 208.958; 288,29; 636,1; 15.375.830,48; 77.730,69; 0,566; 0,465; 0,516; 441К; 56К; 1; Com dados; ; 0,751; 0,467; 0,118; 1,000; 0,649; 0,787; 0,995; 0,681; 410К; 80К; 1; Com dados; ; 0,968; 0,285; 0,914; 0,709; 0,840; 0,954; 0,778; 114К; 19К; 1; Com dados; ; 0,658; 71К; 23К; 1
4306957; 43; 6957; RS; ENTRE RIOS DO SUL; 0; Pequeno porte 1; 3.052; 120,07; 25,7; 221.981,01; 71.422,46; 0,690; 0,731; 0,710; 21К; 4К; 1; Com dados; ; 0,229; 0,640; 0,090; 0,830; 0,671; 0,420; 0,995; 0,554; 1853К; 287К; 1; Com dados; ; 0,976; 0,272; 0,886; 0,579; 0,621; 0,932; 0,711; 845К; 123К; 1; Com dados; ; 0,658; 72К; 13К; 1
4214201; 42; 14201; SC; QUILOMBO; 0; Pequeno porte 1; 10.096; 280,26; 36,6; 452.057,00; 44.081,62; 0,604; 0,366; 0,485; 649К; 93К; 1; Com dados; ; 0,229; 1,000; 1,000; 1,000; 0,577; 0,681; 0,995; 0,783; 59К; 13К; 1; Com dados; ; 0,963; 0,196; 0,918; 0,605; 0,685; 0,859; 0,704; 957К; 155К; 1; Com dados; ; 0,657; 73К; 24К; 1
4218202; 42; 18202; SC; TIMBO; 0; Pequeno porte 2; 42.045; 127,41; 288,6; 1.394.682,93; 35.095,19; 0,744; 0,221; 0,482; 671К; 98К; 1; Com dados; ; 0,144; 1,000; 0,394; 1,000; 0,555; 0,806; 0,997; 0,699; 315К; 65К; 1; Com dados; ; 0,976; 0,258; 0,958; 0,815; 0,814; 0,913; 0,789; 80К; 12К; 1; Com dados; ; 0,657; 74К; 25К; 1
3302700; 33; 2700; RJ; MARICA; 0; Grande porte; 149.876; 362,57; 351,6; 7.191.559,31; 51.533,19; 0,739; 0,289; 0,514; 452К; 13К; 1; Com dados; ; 0,729; 1,000; 0,000; 1,000; 0,768; 0,810; 0,968; 0,753; 128К; 4К; 1; Com dados; ; 0,800; 0,229; 0,859; 0,656; 0,768; 0,904; 0,703; 983К; 27К; 1; Com dados; ; 0,657; 75К; 4К; 1
3500550; 35; 550; SP; AGUAS DE SANTA BARBARA; 0; Pequeno porte 1; 5.977; 404,46; 13,8; 113.905,94; 19.384,95; 0,510; 0,566; 0,538; 336К; 75К; 1; Com dados; ; 0,248; 0,771; 0,689; 0,870; 0,403; 0,505; 0,989; 0,639; 727К; 84К; 1; Com dados; ; 0,956; 0,562; 0,890; 0,718; 0,749; 0,878; 0,792; 65К; 33К; 1; Com dados; ; 0,656; 76К; 20К; 1
3556206; 35; 56206; SP; VALINHOS; 0; Grande porte; 122.163; 148,54; 718,7; 4.970.626,95; 42.736,76; 0,595; 0,359; 0,477; 714К; 150К; 1; Com dados; ; 0,729; 0,834; 0,192; 0,741; 0,614; 0,776; 0,995; 0,697; 322К; 43К; 1; Com dados; ; 0,952; 0,288; 0,961; 0,783; 0,897; 0,888; 0,795; 55К; 28К; 1; Com dados; ; 0,656; 77К; 21К; 1
2304400; 23; 4400; CE; FORTALEZA; 1; Grande porte; 2.609.716; 314,93; 7.786,40; 49.745.920,35; 19.494,40; 0,750; 0,179; 0,465; 831К; 12К; 1; Com dados; ; 0,643; 1,000; 0,000; 0,920; 0,769; 0,892; 0,996; 0,746; 147К; 2К; 1; Com dados; ; 0,924; 0,675; 0,760; 0,645; 0,742; 0,803; 0,758; 260К; 1К; 1; Com dados; ; 0,656; 78К; 1К; 1
5218805; 52; 18805; GO; RIO VERDE; 0; Grande porte; 212.237; 8.379,66; 21,1; 7.199.948,77; 36.539,06; 0,719; 0,440; 0,579; 193К; 17К; 1; Com dados; ; 0,872; 1,000; 0,000; 0,541; 0,703; 0,803; 0,977; 0,699; 314К; 3К; 1; Com dados; ; 0,935; 0,172; 0,865; 0,506; 0,742; 0,914; 0,689; 1249К; 52К; 1; Com dados; ; 0,656; 79К; 3К; 1
3200607; 32; 607; ES; ARACRUZ; 0; Mщdio porte; 96.746; 1.423,87; 57,5; 5.214.973,56; 56.955,65; 0,729; 0,388; 0,559; 259К; 2К; 1; Com dados; ; 0,604; 1,000; 0,000; 0,671; 1,000; 0,736; 0,995; 0,715; 243К; 4К; 1; Com dados; ; 0,934; 0,077; 0,809; 0,743; 0,737; 0,859; 0,693; 1175К; 17К; 1; Com dados; ; 0,656; 80К; 2К; 1
4210902; 42; 10902; SC; MODELO; 0; Pequeno porte 1; 4.181; 91,11; 44,4; 129.076,12; 31.125,18; 0,665; 0,401; 0,533; 359К; 45К; 1; Com dados; ; 0,477; 1,000; 0,000; 0,691; 0,820; 0,719; 0,991; 0,671; 482К; 94К; 1; Com dados; ; 0,980; 0,178; 0,933; 0,755; 0,757; 0,973; 0,763; 219К; 47К; 1; Com dados; ; 0,656; 81К; 26К; 1
4301008; 43; 1008; RS; ARROIO DO MEIO; 0; Pequeno porte 2; 20.162; 157,96; 118,9; 835.344,35; 42.206,16; 0,642; 0,269; 0,456; 908К; 177К; 1; Com dados; ; 0,477; 1,000; 0,118; 0,920; 0,615; 0,948; 0,969; 0,721; 216К; 50К; 1; Com dados; ; 0,983; 0,261; 0,947; 0,846; 0,778; 0,921; 0,789; 77К; 13К; 1; Com dados; ; 0,655; 82К; 14К; 1
4204194; 42; 4194; SC; CHAPADAO DO LAGEADO; 0; Pequeno porte 1; 2.933; 124,76; 22,1; 66.530,06; 23.173,13; 0,485; 0,486; 0,485; 646К; 92К; 1; Com dados; ; 0,000; 1,000; 1,000; 0,850; 0,816; 0,557; 0,991; 0,745; 150К; 30К; 1; Com dados; ; 0,967; 0,327; 0,898; 0,739; 0,623; 0,862; 0,736; 483К; 98К; 1; Com dados; ; 0,655; 83К; 27К; 1
4118451; 41; 18451; PR; PATO BRAGADO; 0; Pequeno porte 1; 5.369; 135,29; 35,6; 111.427,49; 21.552,71; 0,764; 0,474; 0,619; 112К; 8К; 1; Com dados; ; 0,477; 1,000; 0,000; 0,820; 0,575; 0,549; 0,992; 0,630; 820К; 97К; 1; Com dados; ; 0,987; 0,063; 0,935; 0,751; 0,726; 0,826; 0,715; 770К; 81К; 1; Com dados; ; 0,655; 84К; 4К; 1
4115200; 41; 15200; PR; MARINGA; 0; Grande porte; 403.063; 487,05; 733,1; 13.733.657,42; 35.602,21; 0,846; 0,258; 0,552; 284К; 25К; 1; Com dados; ; 0,127; 1,000; 0,000; 0,870; 0,726; 0,722; 0,998; 0,635; 776К; 89К; 1; Com dados; ; 0,985; 0,112; 0,958; 0,796; 0,871; 0,931; 0,775; 132К; 8К; 1; Com dados; ; 0,654; 85К; 5К; 1
5203203; 52; 3203; GO; BARRO ALTO; 0; Pequeno porte 1; 10.235; 1.093,25; 8; 549.617,44; 57.216,06; 0,856; 0,677; 0,767; 7К; 3К; 1; Com dados; ; 0,477; 0,762; 0,124; 0,023; 0,537; 0,416; 0,995; 0,476; 3026К; 129К; 1; Com dados; ; 0,944; 0,296; 0,853; 0,589; 0,714; 0,916; 0,719; 723К; 19К; 1; Com dados; ; 0,654; 86К; 4К; 1
3549904; 35; 49904; SP; SAO JOSE DOS CAMPOS; 0; Grande porte; 695.992; 1.099,41; 573; 27.401.017,04; 40.699,31; 0,594; 0,345; 0,469; 779К; 162К; 1; Com dados; ; 0,872; 0,834; 0,118; 0,830; 0,696; 0,886; 0,996; 0,747; 140К; 24К; 1; Com dados; ; 0,949; 0,200; 0,896; 0,689; 0,869; 0,865; 0,744; 392К; 174К; 1; Com dados; ; 0,654; 87К; 22К; 1
5205406; 52; 5406; GO; CERES; 0; Pequeno porte 2; 22.034; 214,32; 96,7; 386.510,59; 17.851,03; 0,642; 0,544; 0,593; 155К; 14К; 1; Com dados; ; 0,872; 1,000; 0,120; 0,581; 0,189; 0,785; 0,985; 0,647; 660К; 9К; 1; Com dados; ; 0,975; 0,109; 0,904; 0,653; 0,792; 0,883; 0,719; 710К; 18К; 1; Com dados; ; 0,653; 88К; 5К; 1
3304557; 33; 4557; RJ; RIO DE JANEIRO; 1; Grande porte; 6.498.837; 1.200,18; 5.265,80; 282.538.826,91; 43.941,25; 0,815; 0,232; 0,523; 413К; 10К; 1; Com dados; ; 0,521; 0,769; 0,000; 0,820; 1,000; 0,843; 0,998; 0,708; 273К; 9К; 1; Com dados; ; 0,944; 0,175; 0,863; 0,665; 0,850; 0,877; 0,729; 570К; 7К; 1; Com dados; ; 0,653; 89К; 5К; 1
4312385; 43; 12385; RS; MONTE BELO DO SUL; 0; Pequeno porte 1; 2.696; 69,6; 39,1; 100.293,03; 36.872,44; 0,645; 0,624; 0,635; 82К; 22К; 1; Com dados; ; 0,229; 0,769; 0,000; 0,810; 0,399; 0,631; 0,992; 0,547; 1974К; 303К; 1; Com dados; ; 0,990; 0,319; 0,932; 0,756; 0,737; 0,924; 0,776; 128К; 21К; 1; Com dados; ; 0,653; 90К; 15К; 1
3541406; 35; 41406; SP; PRESIDENTE PRUDENTE; 0; Grande porte; 223.749; 560,64; 368,9; 5.729.554,72; 26.167,13; 0,820; 0,190; 0,505; 511К; 115К; 1; Com dados; ; 0,477; 1,000; 0,000; 0,850; 0,718; 0,819; 0,998; 0,694; 339К; 45К; 1; Com dados; ; 0,979; 0,159; 0,909; 0,738; 0,866; 0,902; 0,759; 251К; 110К; 1; Com dados; ; 0,653; 91К; 23К; 1
4323309; 43; 23309; RS; VILA FLORES; 0; Pequeno porte 1; 3.373; 107,82; 29,7; 139.185,52; 41.659,84; 0,662; 0,495; 0,578; 195К; 52К; 1; Com dados; ; 0,480; 1,000; 0,000; 0,601; 0,303; 0,637; 0,993; 0,573; 1545К; 237К; 1; Com dados; ; 0,977; 0,612; 0,974; 0,601; 0,714; 0,954; 0,805; 33К; 4К; 1; Com dados; ; 0,652; 92К; 16К; 1
4320453; 43; 20453; RS; SERIO; 0; Pequeno porte 1; 2.216; 100,36; 22,9; 35.207,63; 15.462,29; 0,812; 0,605; 0,709; 23К; 5К; 1; Com dados; ; 0,000; 1,000; 0,763; 0,790; 0,022; 0,574; 0,992; 0,592; 1283К; 200К; 1; Com dados; ; 0,929; 0,199; 0,953; 0,448; 0,499; 0,913; 0,657; 1778К; 254К; 1; Com dados; ; 0,652; 93К; 17К; 1
3204203; 32; 4203; ES; PIUMA; 0; Pequeno porte 2; 21.030; 74,82; 242,2; 446.855,58; 22.251,55; 0,640; 0,464; 0,552; 285К; 3К; 1; Com dados; ; 0,604; 0,870; 0,121; 0,930; 0,853; 0,660; 0,987; 0,718; 227К; 3К; 1; Com dados; ; 0,952; 0,180; 0,749; 0,673; 0,678; 0,889; 0,687; 1282К; 20К; 1; Com dados; ; 0,652; 94К; 3К; 1
4113700; 41; 13700; PR; LONDRINA; 0; Grande porte; 553.393; 1.652,57; 306,5; 15.930.758,04; 29.634,98; 0,646; 0,288; 0,467; 802К; 84К; 1; Com dados; ; 0,872; 1,000; 0,000; 0,860; 0,786; 0,816; 0,999; 0,762; 102К; 7К; 1; Com dados; ; 0,970; 0,181; 0,895; 0,604; 0,800; 0,912; 0,727; 603К; 58К; 1; Com dados; ; 0,652; 95К; 6К; 1
3304003; 33; 4003; RJ; PIRAI; 0; Pequeno porte 2; 28.088; 505,38; 52,1; 1.345.799,14; 49.276,82; 0,493; 0,754; 0,623; 104К; 2К; 1; Com dados; ; 0,248; 1,000; 0,111; 0,780; 0,893; 0,322; 0,992; 0,621; 926К; 33К; 1; Com dados; ; 0,943; 0,378; 0,790; 0,744; 0,632; 0,778; 0,711; 839К; 19К; 1; Com dados; ; 0,652; 96К; 6К; 1
3513504; 35; 13504; SP; CUBATAO; 0; Grande porte; 127.887; 142,88; 830,9; 7.722.279,59; 61.690,39; 0,351; 0,879; 0,615; 123К; 27К; 1; Com dados; ; 0,872; 1,000; 0,000; 0,282; 0,537; 0,663; 0,998; 0,622; 916К; 104К; 1; Com dados; ; 0,924; 0,447; 0,803; 0,629; 0,702; 0,792; 0,716; 753К; 306К; 1; Com dados; ; 0,651; 97К; 24К; 1
4304606; 43; 4606; RS; CANOAS; 0; Grande porte; 342.634; 131,1; 2.470,20; 11.451.934,11; 33.828,32; 0,483; 0,402; 0,442; 1073К; 202К; 1; Com dados; ; 1,000; 1,000; 0,279; 1,000; 0,763; 0,877; 0,995; 0,845; 12К; 6К; 1; Com dados; ; 0,938; 0,088; 0,879; 0,403; 0,733; 0,942; 0,664; 1667К; 238К; 1; Com dados; ; 0,650; 98К; 18К; 1
4201653; 42; 1653; SC; ARVOREDO; 0; Pequeno porte 1; 2.266; 90,77; 24,9; 53.488,78; 23.449,71; 0,589; 0,646; 0,618; 117К; 15К; 1; Com dados; ; 0,356; 1,000; 0,000; 0,880; 0,530; 0,496; 0,995; 0,608; 1074К; 163К; 1; Com dados; ; 0,942; 0,333; 0,974; 0,571; 0,649; 0,881; 0,725; 636К; 121К; 1; Com dados; ; 0,650; 99К; 28К; 1
